SPECTRUM - MS,,,
paper spray_metabolome_water_pos.raw,,,
FTMS + p NSI Full ms [50.00-100.00],,,
Scan #: 92-106,,,
RT: 0.59-0.68,,,
AV: 15,,,
Data points: 13997,,,
Mass,Intensity,Rel Abund,Peak
51.684151,5.577185,0.0010695,FALSE
51.684231,0.174155,3.33965E-05,FALSE
51.68431,0,0,FALSE
51.68439,0,0,FALSE
51.684469,0,0,FALSE
51.684549,0,0,FALSE
51.797433,0,0,FALSE
51.797513,0,0,FALSE
51.797593,0,0,FALSE
51.797673,0,0,FALSE
51.797752,6.563563,0.001258651,FALSE
51.797832,10.105384,0.001937842,FALSE
51.797912,11.294708,0.002165911,TRUE
51.797992,9.923911,0.001903043,FALSE
51.798071,7.245561,0.001389433,FALSE
51.798151,0.281938,5.40654E-05,FALSE
51.798231,0,0,FALSE
51.798311,0,0,FALSE
51.79839,0,0,FALSE
51.79847,0,0,FALSE
51.810752,0,0,FALSE
51.810832,0,0,FALSE
51.810912,0,0,FALSE
51.810992,0,0,FALSE
51.811071,8.012161,0.001536439,FALSE
51.811151,13.961703,0.002677343,FALSE
51.811231,16.587254,0.003180828,TRUE
51.811311,14.418465,0.002764933,FALSE
51.81139,9.127846,0.001750386,FALSE
51.81147,0.292102,5.60145E-05,FALSE
51.81155,0,0,FALSE
51.81163,0,0,FALSE
51.81171,0,0,FALSE
51.811789,0,0,FALSE
51.816576,0,0,FALSE
51.816656,0,0,FALSE
51.816736,0,0,FALSE
51.816815,0,0,FALSE
51.816895,4.541016,0.000870801,FALSE
51.816975,7.572221,0.001452075,FALSE
51.817055,9.622906,0.001845321,TRUE
51.817134,9.51513,0.001824653,FALSE
51.817214,7.311728,0.001402122,FALSE
51.817294,4.250822,0.000815152,FALSE
51.817374,0.716615,0.000137421,FALSE
51.817454,0,0,FALSE
51.817533,0,0,FALSE
51.817613,0,0,FALSE
51.817693,0,0,FALSE
51.839242,0,0,FALSE
51.839322,0,0,FALSE
51.839401,0,0,FALSE
51.839481,0,0,FALSE
51.839561,5.432093,0.001041676,FALSE
51.839641,9.007844,0.001727374,FALSE
51.839721,10.513854,0.002016172,TRUE
51.839801,8.672049,0.001662981,FALSE
51.839881,4.770756,0.000914856,FALSE
51.83996,0.148453,2.84678E-05,FALSE
51.84004,0,0,FALSE
51.84012,0,0,FALSE
51.8402,0,0,FALSE
51.84028,0,0,FALSE
51.864958,0,0,FALSE
51.865038,0,0,FALSE
51.865118,0,0,FALSE
51.865198,0,0,FALSE
51.865278,11.221327,0.002151839,FALSE
51.865358,17.177916,0.003294095,FALSE
51.865438,20.098612,0.003854177,TRUE
51.865518,17.807369,0.003414801,FALSE
51.865598,11.38706,0.002183621,FALSE
51.865677,0.35739,6.85343E-05,FALSE
51.865757,0,0,FALSE
51.865837,0,0,FALSE
51.865917,0,0,FALSE
51.865997,0,0,FALSE
51.874947,0,0,FALSE
51.875027,0,0,FALSE
51.875107,0,0,FALSE
51.875186,0,0,FALSE
51.875266,3.726204,0.000714549,FALSE
51.875346,7.540277,0.001445949,FALSE
51.875426,10.389935,0.001992409,FALSE
51.875506,10.68523,0.002049036,TRUE
51.875586,8.388094,0.001608529,FALSE
51.875666,4.996876,0.000958218,FALSE
51.875746,0.156335,2.99793E-05,FALSE
51.875826,0,0,FALSE
51.875906,0,0,FALSE
51.875986,0,0,FALSE
51.876066,0,0,FALSE
51.894772,0,0,FALSE
51.894852,0,0,FALSE
51.894932,0,0,FALSE
51.895012,0,0,FALSE
51.895092,6.965155,0.001335662,FALSE
51.895172,10.661126,0.002044413,FALSE
51.895252,12.362364,0.002370649,TRUE
51.895332,11.048016,0.002118605,FALSE
51.895412,7.420419,0.001422965,FALSE
51.895492,0.29645,5.68482E-05,FALSE
51.895572,0,0,FALSE
51.895652,0,0,FALSE
51.895732,0,0,FALSE
51.895812,0,0,FALSE
51.92213,0,0,FALSE
51.92221,0,0,FALSE
51.92229,0,0,FALSE
51.92237,0,0,FALSE
51.922451,6.140595,0.001177541,FALSE
51.922531,9.229718,0.001769922,FALSE
51.922611,10.870129,0.002084493,TRUE
51.922691,9.594358,0.001839846,FALSE
51.922771,5.929039,0.001136972,FALSE
51.922851,0.229466,4.40032E-05,FALSE
51.922931,0,0,FALSE
51.923011,0,0,FALSE
51.923091,0,0,FALSE
51.923171,0,0,FALSE
51.958802,0,0,FALSE
51.958882,0,0,FALSE
51.958962,0,0,FALSE
51.959042,0,0,FALSE
51.959123,0.755278,0.000144835,FALSE
51.959203,18.565248,0.003560134,FALSE
51.959283,86.799882,0.016645037,FALSE
51.959363,164.108789,0.031470054,FALSE
51.959443,227.933995,0.04370939,TRUE
51.959523,191.414215,0.036706234,FALSE
51.959603,112.893885,0.021648911,FALSE
51.959683,37.707418,0.007230901,FALSE
51.959764,2.07163,0.000397263,FALSE
51.959844,0.049739,9.53812E-06,FALSE
51.959924,0,0,FALSE
51.960004,0,0,FALSE
51.960084,0,0,FALSE
51.960164,0,0,FALSE
52.004817,0,0,FALSE
52.004897,0,0,FALSE
52.004977,0,0,FALSE
52.005058,0,0,FALSE
52.005138,8.668496,0.0016623,FALSE
52.005218,14.162781,0.002715903,FALSE
52.005298,15.588257,0.002989257,TRUE
52.005378,12.360613,0.002370313,FALSE
52.005459,7.065398,0.001354884,FALSE
52.005539,0.272113,5.21813E-05,FALSE
52.005619,0,0,FALSE
52.005699,0,0,FALSE
52.005779,0,0,FALSE
52.00586,0,0,FALSE
52.025921,0,0,FALSE
52.026001,0,0,FALSE
52.026081,0,0,FALSE
52.026161,0,0,FALSE
52.026242,8.56083,0.001641654,FALSE
52.026322,12.210074,0.002341445,FALSE
52.026402,13.583152,0.002604751,TRUE
52.026483,12.022235,0.002305424,FALSE
52.026563,8.244283,0.001580951,FALSE
