SPECTRUM - MS,
nESI_metabolome_water_pos.raw,
FTMS + p NSI Full ms [50.00-100.00],
Scan #: 53-65,
RT: 0.25-0.32,
AV: 13,
Data points: 6996,
Mass,Intensity
60.085864,21.269376
60.085964,15.173393
60.086063,4.272044
60.086163,0
60.086263,0
60.086362,0
60.086462,0
60.086661,0
60.086761,0
60.08686,0
60.08696,0
60.08706,6.944715
60.087159,13.817853
60.087259,17.457093
60.087359,16.470397
60.087458,11.419085
60.087558,2.720894
60.087658,0
60.087757,0
60.087857,0
60.087956,0
60.471363,0
60.471464,0
60.471564,0
60.471665,0
60.471766,8.87719
60.471866,16.716645
60.471967,19.562038
60.472067,17.475354
60.472168,12.275223
60.472268,3.540461
60.472369,0
60.47247,0
60.47257,0
60.472671,0
60.634135,0
60.634236,0
60.634337,0
60.634438,0
60.634539,9.29711
60.63464,16.523878
60.634741,18.86756
60.634842,16.665026
60.634943,11.228312
60.635044,2.69336
60.635145,0
60.635246,0
60.635347,0
60.635448,0
60.956975,0
60.957077,0
60.957178,0
60.95728,0
60.957382,7.538468
60.957484,24.958302
60.957586,43.109238
60.957687,53.208068
60.957789,45.344128
60.957891,29.19223
60.957993,7.477689
60.958095,0
60.958196,0
60.958298,0
60.9584,0
61.009741,0
61.009843,0
61.009945,0
61.010047,0
61.010149,0.390874
61.010251,44.965078
61.010352,260.561208
61.010454,699.589502
61.010556,1222.887829
61.010658,1500.995325
61.01076,1200.680472
61.010862,697.447693
61.010964,262.585357
61.011066,49.64142
61.011168,2.738153
61.01127,0
61.011372,0
61.011474,0
61.011576,0
61.026257,0
61.026359,0
61.026461,0
61.026563,0
61.026665,9.02094
61.026767,29.539633
61.026869,45.164632
61.026971,32.115444
61.027073,7.279028
61.027175,0
61.027277,0
61.027379,0
61.027481,0
61.027583,47.870688
61.027685,120.336339
61.027787,250.519307
61.027889,462.512246
61.027991,2051.51588
61.028093,7568.803792
61.028195,19923.04206
61.028297,35142.40213
61.028399,45637.53264
61.028501,39536.33617
61.028602,25347.91735
61.028704,11221.26247
61.028806,3399.146939
61.028908,669.183572
61.02901,162.733752
61.029112,94.03078
61.029214,42.738447
61.029316,8.023118
61.029418,0
61.02952,0
61.029622,0
61.029724,0
61.029826,36.370765
61.029928,33.213271
61.03003,12.818684
61.030132,2.141528
61.030234,0
61.030336,0
61.030438,0
61.03054,0
61.038394,0
61.038496,0
61.038598,0
61.0387,0
61.038802,1.255811
61.038904,39.505327
61.039006,245.977048
61.039108,440.813904
61.03921,2882.984244
61.039312,11830.37914
61.039414,32925.24835
61.039516,57893.31928
61.039618,75003.29453
61.03972,63097.71253
61.039822,39636.38365
61.039924,16945.56105
61.040026,5549.882211
61.040128,1462.157416
61.04023,402.047471
61.040332,89.069842
61.040434,4.283988
61.040536,0
61.040638,0
61.04074,0
61.040842,0
61.040944,0
61.041046,28.004818
61.041148,23.655168
61.04125,6.973245
61.041352,0.797244
61.041454,0
61.041556,0
61.041658,0
61.04176,0
61.046963,0
61.047065,0
61.047167,0
61.047269,0
61.047371,16.92797
61.047473,71.2821
61.047575,182.623388
61.047677,324.933684
61.047779,401.49489
61.047881,328.410755
61.047983,189.390803
61.048085,69.926349
61.048187,9.833498
61.048289,0
61.048391,0
61.048493,0
61.048595,0
61.052779,0
61.052881,0
61.052983,0
61.053085,0
61.053187,7.607286
61.053289,21.301109
61.053391,36.842619
61.053493,42.693078
61.053595,32.881313
61.053697,18.452574
61.053799,4.177313
61.053901,0
61.054003,0
61.054105,0
61.054207,0
61.083504,0
61.083606,0
61.083708,0
61.08381,0
61.083912,7.845888
61.084014,16.015716
61.084117,20.764005
61.084219,20.865054
61.084321,16.70658
61.084423,4.476461
61.084525,0
61.084627,0
61.084729,0
61.084831,0
61.195782,0
61.195884,0
61.195986,0
61.196089,0
61.196191,10.345674
61.196294,19.381644
61.196396,22.438873
61.196498,19.724059
61.196601,13.594332
61.196703,3.42114
61.196806,0
61.196908,0
61.19701,0
61.197113,0
61.243014,0
61.243117,0
61.243219,0
61.243322,0
61.243424,7.705225
61.243527,15.166699
61.243629,21.120651
61.243732,23.741536
61.243834,20.725858
61.243937,13.428648
61.244039,3.211003
61.244142,0
61.244244,0
61.244347,0
61.24445,0
61.481031,0
61.481134,0
61.481237,0
61.48134,0
61.481443,7.535849
61.481546,13.926969
61.481649,16.908596
61.481753,16.753455
61.481856,13.691705
61.481959,3.720137
61.482062,0
61.482165,0
61.482268,0
61.482371,0
61.566189,0
61.566292,0
61.566395,0
61.566499,0
61.566602,7.826191
61.566705,15.407238
61.566808,19.021275
61.566912,17.800908
61.567015,12.846398
61.567118,0.345795
61.567222,0
61.567325,0
61.567428,0
61.567532,0
61.670165,0
61.670269,0
61.670373,0
61.670476,0
61.67058,8.768867
61.670683,15.248242
61.670787,17.404383
61.670891,16.246943
61.670994,12.025632
61.671098,3.122323
61.671201,0
61.671305,0
61.671408,0
61.671512,0
61.682909,0
61.683013,0
61.683116,0
61.68322,0
61.683324,6.928929
61.683427,14.490099
61.683531,19.139112
61.683634,19.512502
61.683738,15.552839
61.683842,4.165744
61.683945,0
61.684049,0
61.684152,0
61.684256,0
61.928813,0
61.928917,0
61.929022,0
61.929126,0
61.92923,6.153715
61.929334,15.266099
61.929439,29.742307
61.929543,39.745349
61.929647,33.455143
61.929751,18.601003
61.929856,4.108643
61.92996,0
61.930064,0
61.930168,0
61.930273,0
61.948728,0
61.948833,0
61.948937,0
61.949041,0
61.949145,8.534389
61.94925,15.62416
61.949354,18.457751
61.949458,17.619102
61.949563,13.576316
61.949667,3.609817
61.949771,0
61.949876,0
61.94998,0
61.950084,0
61.966462,0
61.966566,0
61.966671,0
61.966775,0
61.966879,8.549769
61.966984,15.877471
61.967088,18.769511
61.967192,17.705878
61.967297,13.578649
61.967401,3.611479
61.967505,0
61.96761,0
61.967714,0
61.967818,0
62.01459,0
62.014694,0
62.014799,0
62.014903,0
62.015008,7.352367
62.015112,13.883648
62.015217,16.804287
62.015321,16.803311
62.015426,14.377268
62.01553,1.232845
62.015634,0
62.015739,0
62.015843,0
62.015948,0
62.030993,0
62.031098,0
62.031202,0
62.031307,0
62.031411,62.555321
62.031516,285.936321
62.03162,612.252943
62.031725,941.096414
62.031829,969.468252
62.031934,681.724451
