SPECTRUM - MS,
ESI_metabolome water_pos (separate channel)_no vol_volt then volt on.raw,
FTMS + p NSI Full ms [50.00-100.00],
Scan #: 118-125,
RT: 1.11-1.17,
AV: 8,
Data points: 6617,
Mass,Intensity
165.090324,462.146371
165.090778,1043.817261
165.091231,1601.102925
165.091685,1699.515912
165.092139,1252.472828
165.092593,657.191461
165.093046,139.540028
165.0935,0
165.093954,0
165.094407,0
165.094861,0
165.627477,0
165.627933,0
165.628389,0
165.628845,0
165.629301,50.10011
165.629756,90.062963
165.630212,103.294983
165.630668,94.030197
165.631124,68.245292
165.63158,17.194457
165.632036,0
165.632492,0
165.632948,0
165.633404,0
165.741977,0
165.742433,0
165.742889,0
165.743346,0
165.743802,39.19739
165.744259,86.622125
165.744715,115.582279
165.745171,111.879657
165.745628,81.993095
165.746084,20.632668
165.746541,0
165.746997,0
165.747454,0
165.74791,0
165.984597,0
165.985054,0
165.985512,0
165.985969,0
165.986427,10.396997
165.986884,485.064576
165.987341,1307.946179
165.987799,2348.573474
165.988256,2915.881135
165.988714,2300.606222
165.989171,1270.886283
165.989629,321.872318
165.990086,16.83399
165.990543,0
165.991001,0
165.991458,0
165.991916,0
166.030348,0
166.030805,0
166.031263,0
166.031721,0
166.032178,49.440561
166.032636,252.698703
166.033093,606.558694
166.033551,1015.897307
166.034009,1150.556742
166.034466,856.480433
166.034924,448.780224
166.035381,129.479071
166.035839,15.4219
166.036297,0
166.036754,0
166.037212,0
166.03767,0
166.049569,0
166.050026,0
166.050484,0
166.050942,0
166.051399,177.148076
166.051857,1390.997648
166.052315,6150.396048
166.052772,18683.50134
166.05323,34400.48902
166.053688,46232.58296
166.054146,40469.14284
166.054603,25714.5733
166.055061,10916.34476
166.055519,3126.757947
166.055976,593.54789
166.056434,51.451856
166.056892,0
166.05735,0
166.057807,0
166.058265,0
166.07978,0
166.080238,0
166.080695,0
166.081153,0
166.081611,204.164451
166.082069,37.410438
166.082527,42.073867
166.082985,2171.84378
166.083442,4337.705946
166.0839,9826.060733
166.084358,15251.26475
166.084816,59889.78259
166.085274,225425.0408
166.085731,638986.8417
166.086189,1151463.213
166.086647,1521779.45
166.087105,1316671.883
166.087563,836922.9277
166.088021,359936.7923
166.088478,114812.8539
166.088936,37834.75239
166.089394,19247.47583
166.089852,7417.909868
166.09031,2221.722279
166.090768,401.106292
166.091226,0
166.091683,0
166.092141,0
166.092599,0
166.093057,644.46603
166.093515,389.926042
166.093973,81.3175
166.094431,11.974626
166.094888,0
166.095346,0
166.095804,0
166.096262,105.635686
166.09672,136.451779
166.097178,77.53801
166.097636,16.102595
166.098094,0
166.098552,0
166.099009,0
166.099467,0
166.200707,0
166.201165,0
166.201624,0
166.202082,0
166.20254,53.67144
166.202998,102.421335
166.203457,121.972186
166.203915,111.889767
166.204373,81.623843
166.204832,20.807692
166.20529,0
166.205748,0
166.206207,0
166.206665,0
166.435609,0
166.436068,0
166.436527,0
166.436987,0
166.437446,62.67025
166.437905,115.528553
166.438365,134.302552
166.438824,120.872151
166.439283,85.656542
166.439742,21.569554
166.440202,0
166.440661,0
166.44112,0
166.44158,0
166.840051,0
166.840512,0
166.840973,0
166.841434,0
166.841895,54.05292
166.842356,100.000624
166.842817,116.074732
166.843278,103.661886
166.843739,69.440903
166.8442,16.921238
166.844661,0
166.845121,0
166.845582,0
166.846043,0
167.019045,0
167.019507,0
167.019968,0
167.02043,0
167.020892,153.701786
167.021354,636.338079
167.021815,1186.610408
167.022277,1456.922774
167.022739,1238.955626
167.0232,732.685446
167.023662,181.933033
167.024124,0
167.024586,0
167.025047,0
167.025509,0
167.028741,0
167.029203,0
167.029665,0
167.030126,0
167.030588,80.795343
167.03105,301.720004
167.031512,546.784904
167.031973,680.83332
167.032435,573.725341
167.032897,357.420936
167.033359,85.152001
167.03382,0
167.034282,0
167.034744,0
167.035206,0
167.053678,0
167.054139,0
167.054601,0
167.055063,0
167.055525,66.987501
167.055987,588.505674
167.056449,1274.473352
167.056911,1878.075163
167.057372,1780.36371
167.057834,1148.500229
167.058296,422.434663
167.058758,61.492376
167.05922,0
167.059682,0
167.060144,0
167.060605,0
167.065224,0
167.065686,0
167.066148,0
167.06661,0
167.067072,239.492948
167.067534,1569.85015
167.067996,3318.098795
167.068457,3937.961496
167.068919,3677.511987
167.069381,4547.269456
167.069843,8375.622506
167.070305,16452.05172
167.070767,24112.28033
167.071229,24533.16176
167.071691,16478.39863
167.072153,7590.748798
167.072615,1441.349233
167.073077,52.182026
167.073539,0
167.074,0
167.074462,0
167.074924,0
167.080468,0
167.08093,0
167.081391,0
167.081853,0
167.082315,472.834358
167.082777,1770.401641
167.083239,3863.69349
167.083701,4833.079256
167.084163,4099.224258
167.084625,2815.033305
167.085087,1145.647573
167.085549,167.840601
167.086011,0
167.086473,85.317913
167.086935,381.473101
167.087397,1146.51931
167.087859,2205.717751
167.088321,7831.969294
167.088783,29509.5322
167.089245,73158.32645
167.089707,125798.7334
167.090169,152300.5753
167.090631,121776.921
167.091093,71895.32769
167.091555,28832.6684
167.092017,9484.887453
167.092479,5600.777379
167.092941,5475.639053
167.093403,4303.382113
167.093865,2299.458711
167.094327,555.258946
167.094789,25.796425
167.095251,0
167.095713,0
167.096175,0
167.096637,0
167.10403,0
167.104492,0
167.104954,0
167.105416,0
167.105878,74.253055
167.10634,449.895004
167.106802,867.673853
167.107264,1062.366101
167.107726,875.791329
167.108188,521.195667
167.10865,121.298347
167.109112,0
167.109574,0
167.110036,0
167.110498,0
167.140537,0
167.141,0
167.141462,0
167.141924,0
167.142386,250.77998
167.142848,565.621381
167.143311,856.645858
167.143773,881.945176
167.144235,629.369087
167.144697,229.624646
167.145159,30.183472
167.145622,0
167.146084,0
167.146546,0
167.147008,0
167.970026,0
167.970492,0
167.970957,0
167.971423,0
167.971889,47.371054
167.972354,90.530673
167.97282,111.21165
167.973285,108.578192
167.973751,84.477778
167.974217,22.406153
167.974682,0
167.975148,0
167.975614,0
167.976079,0
167.985393,0
167.985859,0
167.986325,0
167.98679,0
167.987256,57.032234
167.987722,107.815356
167.988188,126.120104
167.988653,110.054143
167.989119,70.010879
167.989585,24.140926
167.99005,0
167.990516,0
167.990982,0
167.991448,0
168.002626,0
168.003092,0
168.003557,0
168.004023,0
168.004489,43.411814
168.004955,885.466476
168.005421,2308.329923
168.005886,3925.858108
168.006352,4498.164406
168.006818,3432.945376
168.007284,1921.151872
168.00775,535.801875
168.008215,37.722464
168.008681,0
168.009147,0
168.009613,0
168.010079,0
168.071117,0
168.071583,0
168.072049,0
168.072515,0
168.072981,436.151891
168.073447,1110.133154
168.073913,1774.903981
168.074379,1931.770994
168.074845,1353.667572
168.075311,602.419564
168.075777,109.869089
168.076243,53.717413
168.076709,99.66163
168.077176,117.139131
168.077642,105.806637
168.078108,74.551779
168.078574,18.975324
168.07904,0
168.079506,36.880177
168.079972,534.325585
168.080438,1672.336476
168.080904,2962.830193
168.08137,3562.823818
168.081837,2853.201855
168.082303,1634.475579
168.082769,500.976912
168.083235,20.801239
168.083701,0
168.084167,0
168.084633,0
168.085099,0
168.085565,0
168.086032,0
168.086498,213.581953
168.086964,1417.172419
168.08743,4020.329821
168.087896,7399.938199
168.088362,9764.264354
168.088828,8382.965671
168.089295,4886.467048
168.089761,2146.377586
168.090227,1056.020508
168.090693,1289.13379
168.091159,1503.57594
168.091625,1059.643707
168.092091,681.833143
168.092558,1421.518582
168.093024,3287.843405
168.09349,5119.225376
168.093956,4445.772939
168.094422,2455.340758
168.094888,600.501435
168.095355,38.437131
168.095821,0
168.096287,0
168.096753,0
168.097219,0
168.099084,0
168.09955,0
168.100016,0
168.100483,0
168.100949,45.088227
168.101415,248.156006
168.101881,442.872774
168.102347,542.147202
168.102813,454.730309
168.10328,247.22008
168.103746,56.650177
168.104212,0
168.104678,0
168.105144,0
168.105611,0
168.143846,0
168.144313,0
168.144779,0
168.145245,0
168.145712,804.878243
168.146178,4006.498709
168.146645,11859.77365
168.147111,21838.15584
168.147577,28951.79961
168.148044,25019.84481
168.14851,15646.39655
168.148977,6555.210945
168.149443,1953.550648
168.149909,317.758285
168.150376,0
168.150842,0
168.151308,0
168.151775,0
168.212423,0
168.21289,0
168.213357,0
168.213823,0
168.21429,48.541492
168.214757,89.510281
168.215223,109.484048
168.21569,104.745603
168.216157,71.809404
168.216623,17.77654
168.21709,0
168.217557,0
168.218023,0
168.21849,0
168.782251,0
168.78272,0
168.783189,0
168.783658,0
168.784127,45.419258
168.784596,91.037743
168.785065,110.74721
168.785534,97.562504
168.786003,62.690856
168.786472,15.239701
168.786941,0
168.78741,0
168.787879,0
168.788348,0
168.986463,0
168.986933,0
168.987402,0
168.987872,0
168.988342,15.964475
168.988812,442.68343
168.989282,1711.671422
168.989752,3304.16216
168.990222,4435.592238
168.990692,3828.351154
168.991162,2305.03391
168.991631,752.560656
168.992101,77.244138
168.992571,0
168.993041,0
168.993511,0
168.993981,0
169.007609,0
169.008079,0
169.008549,0
169.009019,0
169.009489,346.936874
169.009959,2148.576662
169.010429,5349.627826
169.010899,9019.063207
169.011369,10227.67418
169.011839,7577.24272
169.012309,4001.428649
169.012779,1263.956749
169.013249,158.818774
169.013719,0
169.014189,0
169.014659,0
169.015129,0
169.03205,0
169.03252,0
169.03299,0
169.03346,0
169.03393,0.668075
169.0344,547.769784
169.034871,2881.885563
169.035341,6790.795787
169.035811,11222.28452
169.036281,12368.85393
169.036751,8991.962253
169.037221,4692.651667
169.037691,1524.599966
169.038161,233.158602
169.038631,0
169.039101,0
169.039571,0
169.040042,0
169.044273,0
169.044743,0
169.045213,0
169.045683,0
169.046153,18.18321
169.046623,84.911965
169.047093,178.726334
169.047563,234.428713
169.048034,188.166123
169.048504,102.494499
169.048974,98.027369
169.049444,383.881163
169.049914,715.580631
169.050384,782.545783
169.050854,570.608353
169.051325,320.740444
169.051795,91.357284
169.052265,0
169.052735,0
169.053205,0
169.053675,0
169.055086,0
169.055556,0
169.056026,0
169.056496,0
169.056966,152.503509
169.057437,1532.798439
169.057907,4966.53198
169.058377,9328.910489
169.058847,12388.85923
169.059317,10682.89591
169.059788,6539.122468
169.060258,2633.159207
169.060728,508.880783
169.061198,32.860541
169.061668,0
169.062138,0
169.062609,0
169.063079,0
169.069192,0
169.069662,0
169.070132,0
169.070602,0
169.071073,129.544252
169.071543,613.571897
169.072013,1190.621898
169.072483,1568.025243
169.072953,1387.068021
169.073424,907.001337
169.073894,238.017262
169.074364,16.96779
169.074834,80.55307
169.075305,1088.604253
169.075775,2891.593619
169.076245,4881.559448
169.076715,5490.477401
169.077186,4159.676315
169.077656,2213.528617
169.078126,321.392564
169.078596,14.978444
169.079067,0
169.079537,0
169.080007,0
169.080478,0
169.080948,0
169.081418,0
169.081888,30.845572
169.082359,1416.757049
169.082829,7554.102613
169.083299,18886.94743
169.083769,31598.60166
169.08424,36117.13378
169.08471,26411.47715
169.08518,14609.16913
169.085651,5523.107274
169.086121,2263.918255
169.086591,945.752846
169.087062,384.706334
169.087532,150.995297
169.088002,22.959924
169.088472,0
169.088943,0
169.089413,0
169.089883,0
169.091294,0
169.091765,0
169.092235,0
169.092705,0
169.093176,64.539694
169.093646,1240.23361
169.094116,5111.951317
169.094587,10384.91098
169.095057,15335.08443
169.095527,14488.26432
169.095998,9494.89445
169.096468,4315.09637
169.096938,1373.588407
169.097409,242.218166
169.097879,0
169.098349,0
169.09882,0
169.09929,0
169.119046,0
169.119517,0
169.119987,0
169.120458,0
169.120928,24.031567
169.121398,602.419398
169.121869,1955.01041
169.122339,3739.346598
169.12281,4846.046475
169.12328,3991.843294
169.123751,2285.371731
169.124221,751.898274
169.124692,96.75382
169.125162,0
169.125633,0
169.126103,0
169.126573,0
169.147746,0
169.148217,0
169.148687,0
169.149158,0
169.149628,158.120005
169.150099,488.212732
169.15057,908.547749
169.15104,1151.429927
169.151511,989.672276
169.151981,599.252832
169.152452,182.910217
169.152922,17.928097
169.153393,0
169.153864,0
169.154334,0
169.154805,0
169.155746,0
169.156216,0
169.156687,0
169.157158,0
169.157628,296.212785
169.158099,1055.116067
169.158569,2049.734679
169.15904,2860.493519
169.159511,2698.622265
169.159981,1790.140346
169.160452,707.95808
169.160922,114.59109
169.161393,0
169.161864,0
169.162334,0
169.162805,0
169.597075,0
169.597547,0
169.598019,0
169.598492,0
169.598964,113.442918
169.599437,247.195762
169.599909,388.655658
169.600382,403.766617
169.600854,263.153489
169.601326,135.153713
169.601799,31.393202
169.602271,0
169.602744,0
169.603216,0
169.603689,0
169.983233,0
169.983707,0
169.984181,0
169.984655,0
169.98513,270.123993
169.985604,744.868966
169.986078,1225.38825
169.986552,1307.156192
169.987026,941.050416
169.9875,423.806814
169.987974,79.85404
169.988448,0
169.988922,0
169.989396,0
169.98987,0
170.018318,0
170.018792,0
170.019266,0
170.01974,0
170.020215,290.506044
170.020689,2137.619591
170.021163,5429.927668
170.021637,8884.239027
170.022111,9304.082102
170.022586,6615.145748
170.02306,3242.533985
170.023534,1557.650752
170.024008,3114.02028
170.024482,6355.195298
170.024957,9586.360536
170.025431,9457.124722
170.025905,6237.606057
170.026379,2660.451113
170.026854,581.514483
170.027328,38.280984
170.027802,0
170.028276,0
170.02875,0
170.029225,0
170.055311,0
170.055785,0
170.056259,0
170.056734,0
170.057208,62.88892
170.057682,124.375744
170.058157,145.885774
170.058631,120.737468
170.059105,162.296149
170.05958,289.839959
170.060054,553.835882
170.060528,833.914724
170.061003,856.366613
170.061477,582.856436
170.061952,252.891689
170.062426,49.064772
170.0629,0
170.063375,0
170.063849,0
170.064323,0
170.078556,0
170.07903,0
170.079505,0
170.079979,0
170.080454,41.694215
170.080928,126.490523
170.081402,201.105585
170.081877,232.334848
170.082351,207.75449
170.082826,120.933301
170.0833,26.955422
170.083775,0
170.084249,0
170.084724,0
170.085198,0
170.085673,0
170.086147,0
170.086622,139.57941
170.087096,320.962287
170.087571,475.572117
170.088045,421.523007
170.088519,290.642527
170.088994,113.643921
170.089468,16.095223
170.089943,0
170.090417,0
170.090892,0
170.091366,96.18896
170.091841,662.482682
170.092315,1341.104965
170.09279,1802.888381
170.093264,1603.333843
170.093739,1004.567224
170.094213,310.688636
170.094688,24.35828
170.095162,0
170.095637,101.135471
170.096111,304.385242
170.096586,432.516086
170.09706,451.424685
170.097535,373.288625
170.09801,218.600288
170.098484,44.391871
170.098959,0
170.099433,0
170.099908,0
170.100382,0
170.100857,0
170.101331,0
170.101806,0
170.10228,0
170.102755,35.285289
170.103229,84.687771
170.103704,124.143094
170.104178,132.412622
170.104653,102.77332
170.105128,55.172365
170.105602,12.165163
170.106077,0
170.106551,0
170.107026,0
170.1075,0
170.115094,0
170.115568,0
170.116043,0
170.116517,0
170.116992,189.856296
170.117467,395.56709
170.117941,534.518049
170.118416,515.326788
170.11889,390.261628
170.119365,142.137935
170.11984,20.973045
170.120314,0
170.120789,0
170.121263,0
170.121738,0
170.540175,0
170.540651,0
170.541128,0
170.541604,0
170.542081,60.419112
170.542557,108.193783
170.543033,120.795746
170.54351,108.543033
170.543986,81.199913
170.544462,22.009817
170.544939,0
170.545415,0
170.545892,0
170.546368,0
170.638827,0
170.639304,0
170.639781,0
170.640257,0
170.640734,44.750887
170.641211,88.320179
170.641688,108.868633
170.642165,103.376699
170.642641,75.834918
170.643118,20.12412
170.643595,0
170.644072,0
170.644549,0
170.645025,0
170.965895,0
170.966374,0
170.966852,0
170.96733,0
170.967808,61.959825
170.968286,108.354128
170.968764,118.400624
170.969243,100.211663
170.969721,63.105028
170.970199,17.323396
170.970677,0
170.971155,0
170.971633,0
170.972112,0
171.013243,0
171.013721,0
171.0142,0
171.014678,0
171.015156,31.148203
171.015635,870.91654
171.016113,3265.860581
171.016591,6573.813804
171.01707,9330.518383
171.017548,8713.733192
171.018027,5640.590962
171.018505,2362.270092
171.018983,310.014386
171.019462,7.134119
171.01994,0
171.020418,0
171.020897,0
171.021375,0
171.02281,0
171.023289,0
171.023767,0
171.024246,0
171.024724,78.026751
171.025202,1474.575052
171.025681,6443.61354
171.026159,13693.16291
171.026638,21144.68722
171.027116,21183.50509
171.027595,14479.19693
171.028073,7240.443979
171.028551,2796.21933
171.02903,921.965761
171.029508,190.247512
171.029987,15.158223
171.030465,0
171.030943,0
171.031422,0
171.0319,0
171.039077,0
171.039556,0
171.040034,0
171.040513,0
171.040991,479.639067
171.041469,1453.761751
171.041948,2461.616522
171.042426,2885.972114
171.042905,2237.425803
171.043383,1227.023301
171.043862,307.377986
171.04434,11.193795
171.044819,0
171.045297,0
171.045776,0
171.046254,0
171.050082,0
171.050561,0
171.051039,0
171.051518,0
171.051996,339.5382
171.052475,1793.179377
171.052953,3781.315761
171.053432,5332.29346
171.05391,4865.985115
171.054389,3046.912362
171.054868,1124.416016
171.055346,163.916082
171.055825,0
171.056303,0
171.056782,0
171.05726,0
171.059653,0
171.060132,0
171.06061,0
171.061089,0
171.061567,35.115088
171.062046,701.878946
171.062524,1737.177955
171.063003,2783.048332
171.063481,2983.156348
171.06396,2162.185028
171.064439,998.067103
171.064917,248.948635
171.065396,15.785689
171.065874,0
171.066353,0
171.066831,0
171.06731,0
171.096029,0
171.096507,0
171.096986,0
171.097465,0
171.097944,29.051429
171.098422,236.40439
171.098901,493.166275
171.09938,646.392038
171.099858,561.594173
171.100337,685.787777
171.100816,1864.775747
171.101295,4250.100541
171.101773,7498.606736
171.102252,9060.833473
171.102731,7133.770819
171.103209,3739.576628
171.103688,1105.479004
171.104167,76.914852
171.104646,0
171.105124,0
171.105603,0
171.106082,0
171.110391,0
171.110869,0
171.111348,0
171.111827,0
171.112306,48.98393
171.112785,92.857824
171.113263,112.958995
171.113742,111.008056
171.114221,89.848638
171.1147,25.167484
171.115178,0
171.115657,0
171.116136,0
171.116615,0
171.13481,0
171.135289,0
171.135768,0
171.136247,0
171.136726,27.066237
171.137205,577.099314
171.137684,1480.766657
171.138162,2428.402521
171.138641,2703.931554
171.13912,2002.888598
171.139599,1010.752271
171.140078,172.976423
171.140557,0
171.141036,0
171.141515,0
171.141994,0
171.145825,0
171.146304,0
171.146783,0
171.147262,0
171.14774,114.798363
171.148219,1418.503888
171.148698,4743.438849
171.149177,9005.825688
171.149656,12108.58071
171.150135,10406.64858
171.150614,6316.645655
171.151093,2487.31424
171.151572,488.518457
171.152051,8.495528
171.15253,0
171.153009,0
171.153488,0
171.153967,0
171.901167,0
171.90165,0
171.902132,0
171.902614,0
171.903096,45.208602
171.903578,90.148178
171.90406,109.17769
171.904542,98.981896
171.905024,66.291877
171.905506,16.283919
171.905988,0
171.906471,0
171.906953,0
171.907435,0
171.970127,0
171.970609,0
171.971091,0
171.971574,0
171.972056,105.484668
171.972539,1317.596855
171.973021,3815.204418
171.973503,6289.900098
171.973986,11092.88213
171.974468,33972.3322
171.974951,111077.2686
171.975433,229283.1278
171.975915,351948.4955
171.976398,367325.3051
171.97688,265405.6271
171.977363,137550.6974
171.977845,50078.90396
171.978327,14887.55287
171.97881,7469.584721
171.979292,4578.205537
171.979775,2239.161964
171.980257,630.72968
171.980739,120.706162
171.981222,18.261139
171.981704,0
171.982187,0
171.982669,0
171.983152,0
172.036714,0
172.037197,0
172.037679,0
172.038162,0
172.038645,25.238658
172.039127,865.125141
172.03961,3796.101133
172.040093,7940.076557
172.040575,11898.23736
172.041058,11654.1568
172.041541,7801.097585
172.042023,3633.00961
172.042506,1005.648607
172.042989,135.265033
172.043471,0
172.043954,0
172.044437,0
172.04492,0
172.05747,0
172.057953,0
172.058436,0
172.058918,0
172.059401,19.001356
172.059884,140.977819
172.060367,270.22441
172.060849,312.989585
172.061332,249.395953
172.061815,154.693696
172.062298,30.268962
172.062781,0
172.063263,0
172.063746,0
172.064229,0
172.072919,0
172.073402,0
172.073885,0
172.074368,0
172.07485,87.410887
172.075333,319.942751
172.075816,553.200035
172.076299,650.019958
172.076782,496.344726
172.077264,277.189887
172.077747,63.765055
172.07823,0
172.078713,0
172.079196,0
172.079679,0
172.093682,0
172.094165,0
172.094648,0
172.09513,0
172.095613,32.688178
172.096096,75.874811
172.096579,197.884875
172.097062,331.26115
172.097545,368.151947
172.098028,297.734269
172.098511,184.121322
172.098994,42.875335
172.099477,0
172.09996,0
172.100443,0
172.100925,0
172.102374,0
172.102857,0
172.10334,0
172.103823,0
172.104306,52.631251
172.104789,108.067868
172.105272,164.385869
172.105755,156.593265
172.106238,108.835839
172.106721,31.574336
172.107204,132.495739
172.107687,472.013513
172.10817,795.863942
172.108653,878.419921
172.109136,713.510233
172.109619,443.29334
172.110101,104.911412
172.110584,0
172.111067,0
172.11155,0
172.112033,0
172.167106,0
172.167589,0
172.168072,0
172.168555,0
172.169039,26.869825
172.169522,84.355763
172.170005,141.439122
172.170488,129.264802
172.170971,82.408404
172.171455,11.152051
172.171938,0
172.172421,0
172.172904,0
172.173388,0
172.969607,0
172.970093,0
172.97058,0
172.971067,0
172.971553,29.156714
172.97204,113.660416
172.972526,237.677121
172.973013,371.221648
172.9735,386.823166
172.973986,266.101808
172.974473,111.184194
172.974959,24.223622
172.975446,0
172.975933,0
172.976419,0
172.976906,0
172.977392,361.7732
172.977879,2132.221747
172.978366,7781.719035
172.978852,15979.11014
172.979339,23881.49213
172.979826,23613.36712
172.980312,16010.591
172.980799,7510.950535
172.981285,2259.276913
172.981772,96.081898
172.982259,0
172.982745,0.613224
172.983232,324.108725
172.983719,2302.566247
172.984205,6404.006372
172.984692,11165.3823
172.985179,13220.28003
172.985665,9968.911313
172.986152,5483.959932
172.986639,1755.587355
172.987125,282.905489
172.987612,3.315212
172.988099,0
172.988585,110.016321
172.989072,517.95489
172.989559,934.370216
172.990045,1156.975189
172.990532,1016.188698
172.991019,646.182526
172.991505,131.575394
172.991992,0
172.992479,0
172.992965,0
172.993452,0
173.018276,0
173.018763,0
173.01925,0
173.019736,0
173.020223,48.737067
173.02071,145.515635
173.021197,219.373398
173.021684,239.731291
173.02217,203.034886
173.022657,109.002557
173.023144,21.914424
173.023631,0
173.024118,0
173.024604,0
173.025091,0
173.037749,0
173.038236,0
173.038723,0
173.03921,0
173.039697,105.13954
173.040184,988.678885
173.040671,4044.805686
173.041158,15367.03124
173.041644,37537.02879
173.042131,63916.74244
173.042618,76361.92815
173.043105,59877.80862
173.043592,34843.3095
173.044079,13584.76569
173.044566,3991.334117
173.045053,1272.965705
173.04554,287.795972
173.046027,99.743115
173.046513,21.483344
173.047,0
173.047487,0
173.047974,0
173.048461,0
173.053817,0
173.054304,0
173.054791,0
173.055278,0
173.055765,15.278485
173.056252,842.804653
173.056739,3642.799631
173.057226,7788.111128
173.057713,12003.03655
173.0582,12216.85006
173.058687,8428.535057
173.059174,4118.372818
173.059661,1218.015201
173.060148,173.089427
173.060635,6.862378
173.061122,0
173.061609,0
173.062096,0
173.062583,0
173.078167,0
173.078654,0
173.079141,0
173.079628,0
173.080115,26.465325
173.080602,82.230974
173.081089,153.811764
173.081577,152.622602
173.082064,89.764567
173.082551,19.540223
173.083038,37.768537
173.083525,90.063675
173.084012,128.562916
173.084499,132.602185
173.084986,100.945801
173.085473,25.679593
173.08596,0
173.086447,0
173.086934,0
173.087421,0
173.08937,0
173.089857,0
173.090344,0
173.090831,0
173.091318,113.530704
173.091805,211.478759
173.092292,256.109406
173.092779,243.835848
173.093267,177.277071
173.093754,44.825605
173.094241,0
173.094728,0
173.095215,0
173.095702,0
173.114701,0
173.115189,0
173.115676,0
173.116163,0
173.11665,110.620902
173.117137,212.888064
173.117625,257.973763
173.118112,237.777613
173.118599,165.120892
173.119086,42.179663
173.119574,0
173.120061,0
173.120548,0
173.121035,0
173.15076,0
173.151247,0
173.151735,0
173.152222,0
173.152709,117.203355
173.153197,825.315666
173.153684,1624.03941
173.154171,2139.661886
173.154659,1813.416814
173.155146,1108.402773
173.155634,315.906988
173.156121,16.480838
173.156608,0
173.157096,0
173.157583,0
173.15807,0
173.968009,0
173.9685,0
173.968991,0
173.969482,0
173.969972,142.004207
173.970463,1034.718375
173.970954,3262.095286
173.971445,5647.014726
173.971936,11109.48052
173.972426,35424.85808
173.972917,114156.1272
173.973408,230166.9878
173.973899,345705.621
173.97439,350493.3054
173.974881,247974.0677
173.975371,124976.0423
173.975862,44192.74902
173.976353,13063.39522
173.976844,6677.998681
173.977335,3973.232445
173.977826,1835.598436
173.978316,475.034459
173.978807,26.101594
173.979298,0
173.979789,0
173.98028,0
173.980771,0
174.014645,0
174.015136,0
174.015627,0
174.016118,0
174.016609,38.885088
174.0171,87.300227
174.017591,126.139212
174.018082,138.292429
174.018573,114.449911
174.019064,68.794656
174.019555,15.930423
174.020046,0
174.020537,0
174.021028,0
174.021519,0
174.035269,0
174.03576,0
174.036251,0
174.036743,0
174.037234,40.179711
174.037725,1048.45702
174.038216,3334.650421
174.038707,6206.216735
174.039198,7983.627448
174.039689,6732.817225
174.04018,4090.867135
174.040671,1651.709005
174.041162,340.118409
174.041654,13.103327
174.042145,0
174.042636,0
174.043127,0
174.043618,0
174.044109,64.856945
174.0446,864.801324
174.045091,1904.348106
174.045583,2904.091012
174.046074,3036.317705
174.046565,2150.721989
174.047056,1065.288376
174.047547,222.671215
174.048038,0
174.048529,0
174.049021,0
174.049512,0
174.051968,0
174.052459,0
174.05295,0
174.053441,0
174.053932,168.540177
174.054423,820.285728
174.054915,1716.616925
174.055406,2370.330739
174.055897,2128.498235
174.056388,1261.99786
174.056879,404.773847
174.05737,843.178382
174.057862,2877.658571
174.058353,5509.560073
174.058844,7216.390241
174.059335,6002.341317
174.059826,3446.729345
174.060318,1268.02827
174.060809,205.07868
174.0613,0
174.061791,0
174.062282,0
174.062774,0
174.073581,0
174.074072,0
174.074563,0
174.075055,0
174.075546,261.156041
174.076037,534.927979
174.076528,712.27828
174.07702,649.404836
174.077511,457.50161
174.078002,153.140916
174.078493,13.501694
174.078985,0
174.079476,0
174.079967,0
174.080459,0
174.086354,0
174.086845,0
174.087337,0
174.087828,0
174.088319,53.354715
174.088811,96.785913
174.089302,745.383509
174.089793,3481.164788
174.090285,13520.14337
174.090776,41083.84972
174.091267,77195.06727
174.091759,106847.2356
174.09225,97778.31075
174.092741,64369.71639
174.093233,29011.02946
174.093724,9041.579729
174.094215,2443.219636
174.094707,717.024526
174.095198,296.966774
174.095689,54.671786
174.096181,0
174.096672,0
174.097163,0
174.097655,0
174.109448,0
174.109939,0
174.110431,0
174.110922,0
174.111414,46.206848
174.111905,90.240208
174.112396,114.549333
174.112888,110.943606
174.113379,78.417163
174.113871,15.817299
174.114362,0
174.114853,0
174.115345,0
174.115836,0
174.193509,0
174.194001,0
174.194492,0
174.194984,0
174.195476,121.25425
174.195968,499.376313
174.196459,947.909488
174.196951,1248.828569
174.197443,1082.482163
174.197935,720.853665
174.198427,249.717538
174.198918,21.399534
174.19941,0
174.199902,0
174.200394,0
174.200886,0
174.973596,0
174.974091,0
174.974586,0
174.975081,0
174.975576,1023.320021
174.976071,4827.416692
174.976566,11977.59182
174.977061,20466.30739
174.977556,24053.88543
174.978051,18535.76027
174.978546,10389.64431
174.979041,3846.383126
174.979537,875.91135
174.980032,93.143268
174.980527,0
174.981022,0
174.981517,0
174.982012,0
174.997856,0
174.998352,0
174.998847,0
174.999342,0
174.999837,496.123567
175.000332,2281.434101
175.000828,8789.274179
175.001323,20353.45926
175.001818,33850.40841
175.002313,38597.67934
175.002808,29098.47238
175.003303,16136.53798
175.003799,5973.770874
175.004294,1592.177525
175.004789,285.71863
175.005284,0
175.005779,0
175.006275,0
175.00677,0
175.020637,0
175.021132,0
175.021627,0
175.022122,0
175.022618,576.077029
175.023113,2471.948848
175.023608,5147.908087
175.024104,7508.693234
175.024599,7239.400618
175.025094,4800.167694
175.025589,2091.766704
175.026085,356.907261
175.02658,0
