50.00005,0
50.000126,0
50.000201,0
50.000277,0
50.049091,0
50.049167,0
50.049242,0
50.049318,0
50.049394,5.570302
50.049469,9.077713
50.049545,10.242179
50.049621,8.23709
50.049697,4.485538
50.049772,0.071987
50.049848,0
50.049924,0
50.05,0
50.050075,0
50.227318,0
50.227394,0
50.22747,0
50.227546,0
50.227622,4.764033
50.227698,6.586546
50.227774,7.256173
50.227851,6.498313
50.227927,4.649341
50.228003,0.038785
50.228079,0
50.228155,0
50.228231,0
50.228307,0
50.364423,0
50.364499,0
50.364576,0
50.364652,0
50.364728,5.503094
50.364805,8.58672
50.364881,12.103855
50.364958,9.596693
50.365034,6.878617
50.365111,3.80805
50.365187,0.056586
50.365264,0
50.36534,0
50.365417,0
50.365493,0
50.429241,0
50.429317,0
50.429394,0
50.42947,0
50.429547,4.687899
50.429624,6.849454
50.4297,7.43949
50.429777,6.095955
50.429854,3.683552
50.42993,0.033083
50.430007,0
50.430083,0
50.43016,0
50.430237,0
50.511994,0
50.512071,0
50.512148,0
50.512225,0
50.512301,3.53522
50.512378,7.397043
50.512455,10.356748
50.512532,11.200234
50.512609,7.975757
50.512685,4.498278
50.512762,0.076581
50.512839,0
50.512916,0
50.512993,0
50.513069,0
50.514144,0
50.514221,0
50.514298,0
50.514375,0
50.514452,3.486746
50.514528,5.860203
50.514605,7.049635
50.514682,6.070033
50.514759,3.695603
50.514836,0.049083
50.514912,0
50.514989,0
50.515066,0
50.515143,0
50.549027,0
50.549104,0
50.549181,0
50.549258,0
50.549334,3.997177
50.549411,6.446529
50.549488,7.751745
50.549565,6.996116
50.549642,4.593282
50.549719,0.078422
50.549796,0
50.549873,0
50.549949,0
50.550026,0
50.688379,0
50.688456,0
50.688533,0
50.68861,0
50.688687,4.503565
50.688765,7.482423
50.688842,9.162407
50.688919,8.267614
50.688996,5.373481
50.689073,0.084232
50.689151,0
50.689228,0
50.689305,0
50.689382,0
50.749879,0
50.749956,0
50.750034,0
50.750111,0
50.750188,3.902592
50.750266,6.200443
50.750343,7.59755
50.75042,7.045745
50.750498,4.716615
50.750575,0.076778
50.750652,0
50.75073,0
50.750807,0
50.750884,0
50.816683,0
50.81676,0
50.816838,0
50.816915,0
50.816993,4.675876
50.81707,6.709399
50.817148,7.329191
50.817225,6.304727
50.817302,4.262375
50.81738,0.069541
50.817457,0
50.817535,0
50.817612,0
50.81769,0
50.962746,0
50.962824,0
50.962901,0
50.962979,0
50.963057,6.234421
50.963135,8.292317
